symbol,base_qty,side,quote_qty,account_name,price,realized_pnl,fee,trade_time,时间,净资产,份额,净值
SUIUSDT,0.1,CloseLong,0.318,binance-001,3.18,-0.0251,0.0000857,1756770008978,2025/9/2 7:40:09,9592.060638,9190.444619,1.043699302
BTCUSDT,0.001,CloseLong,109,binance-001,108961,-0.507,0.0294,1756770045494,2025/9/2 7:40:45,9591.524238,9190.444619,1.043640937
DOGSUSDT,3619,CloseLong,0.448,binance-001,0.000124,-0.0517,0.000121,1756770055574,2025/9/2 7:40:56,9591.472417,9190.444619,1.043635299
SOLUSDT,0.14,CloseLong,27.4,binance-001,196,-0.907,0.00741,1756770143405,2025/9/2 7:42:23,9590.558007,9190.444619,1.043535803
LTCUSDT,0.029,CloseLong,3.14,binance-001,108,-0.0772,0.000847,1756770231254,2025/9/2 7:43:51,9590.47996,9190.444619,1.043527311
LINKUSDT,0.14,CloseLong,3.14,binance-001,22.4,-0.141,0.000848,1756770277814,2025/9/2 7:44:38,9590.338112,9190.444619,1.043511877
ETHUSDT,0.002,CloseLong,8.61,binance-001,4303,-0.208,0.00232,1756770324365,2025/9/2 7:45:24,9590.127792,9190.444619,1.043488992
BTCUSDT,0.001,CloseLong,109,binance-001,109302,-0.166,0.0295,1756770348416,2025/9/2 7:45:48,9589.932292,9190.444619,1.04346772
ONDOUSDT,16.2,CloseLong,14.3,binance-001,0.88,-0.705,0.00385,1756770412178,2025/9/2 7:46:52,9589.223442,9190.444619,1.043390591
BTCUSDT,0.001,CloseLong,109,binance-001,109284,-0.184,0.0295,1756770440003,2025/9/2 7:47:20,9589.009942,9190.444619,1.04336736
APTUSDT,0.5,CloseLong,2.1,binance-001,4.21,-0.101,0.000568,1756770458713,2025/9/2 7:47:39,9588.908374,9190.444619,1.043356309
WIFUSDT,6.3,CloseLong,4.77,binance-001,0.757,-0.397,0.00129,1756770505356,2025/9/2 7:48:25,9588.510084,9190.444619,1.043312971
FARTCOINUSDT,4,CloseLong,2.85,binance-001,0.714,-0.273,0.000771,1756770562028,2025/9/2 7:49:22,9588.236313,9190.444619,1.043283183
INJUSDT,0.5,CloseLong,6.2,binance-001,12.4,-0.344,0.00167,1756770701272,2025/9/2 7:51:41,9587.890643,9190.444619,1.043245571
CRVUSDT,3.4,CloseLong,2.52,binance-001,0.742,-0.0432,0.000681,1756770748016,2025/9/2 7:52:28,9587.846762,9190.444619,1.043240796
ETCUSDT,0.47,CloseLong,9.61,binance-001,20.5,-0.658,0.0026,1756770835838,2025/9/2 7:53:56,9587.186162,9190.444619,1.043168917
WUSDT,12.4,CloseLong,0.964,binance-001,0.0778,-0.0608,0.00026,1756771228432,2025/9/2 8:00:28,9587.125102,9190.444619,1.043162273
XRPUSDT,2.7,CloseLong,7.45,binance-001,2.76,-0.417,0.00201,1756771236656,2025/9/2 8:00:37,9586.706092,9190.444619,1.043116681
TAOUSDT,0.082,CloseLong,25.4,binance-001,310,-1.6,0.00686,1756771275037,2025/9/2 8:01:15,9585.099232,9190.444619,1.042941841
SUIUSDT,0.5,CloseLong,1.6,binance-001,3.2,-0.114,0.000432,1756771277967,2025/9/2 8:01:18,9584.9848,9190.444619,1.04292939
ETHUSDT,0.001,CloseLong,4.31,binance-001,4313,-0.094,0.00116,1756771314495,2025/9/2 8:01:54,9584.88964,9190.444619,1.042919036
TONUSDT,1.1,CloseLong,3.42,binance-001,3.11,-0.0841,0.000923,1756771321727,2025/9/2 8:02:02,9584.804617,9190.444619,1.042909784
TAOUSDT,0.02,OpenLong,6.21,binance-001,310,0,0.00168,1756771335594,2025/9/2 8:02:16,9584.802937,9190.444619,1.042909602
SOLUSDT,0.14,CloseLong,27.6,binance-001,197,-0.748,0.00745,1756771351014,2025/9/2 8:02:31,9584.047487,9190.444619,1.042827402
WUSDT,1.7,CloseLong,0.132,binance-001,0.0776,-0.00866,0.0000356,1756771391842,2025/9/2 8:03:12,9584.038791,9190.444619,1.042826456
DOGSUSDT,10600,CloseLong,1.32,binance-001,0.000124,-0.144,0.000356,1756771459797,2025/9/2 8:04:20,9583.894435,9190.444619,1.042810749
LTCUSDT,0.043,CloseLong,4.67,binance-001,109,-0.093,0.00126,1756771558847,2025/9/2 8:05:59,9583.800175,9190.444619,1.042800492
SOLUSDT,0.05,CloseLong,9.85,binance-001,197,-0.271,0.00266,1756771578880,2025/9/2 8:06:19,9583.526515,9190.444619,1.042770716
LINKUSDT,0.46,CloseLong,10.3,binance-001,22.5,-0.444,0.00279,1756771595386,2025/9/2 8:06:35,9583.079725,9190.444619,1.042722101
LTCUSDT,0.018,CloseLong,1.95,binance-001,109,-0.0407,0.000528,1756771666673,2025/9/2 8:07:47,9583.038497,9190.444619,1.042717615
TONUSDT,0.1,CloseLong,0.311,binance-001,3.11,-0.00723,0.0000841,1756771725677,2025/9/2 8:08:46,9583.031183,9190.444619,1.042716819
XRPUSDT,0.5,CloseLong,1.38,binance-001,2.76,-0.076,0.000373,1756771793455,2025/9/2 8:09:53,9582.95481,9190.444619,1.042708509
ONDOUSDT,5.5,CloseLong,4.82,binance-001,0.877,-0.259,0.0013,1756771830004,2025/9/2 8:10:30,9582.69451,9190.444619,1.042680187
ONDOUSDT,3,CloseLong,2.63,binance-001,0.877,-0.141,0.00071,1756771866554,2025/9/2 8:11:07,9582.5528,9190.444619,1.042664767
ETHUSDT,0.001,CloseLong,4.3,binance-001,4305,-0.102,0.00116,1756771866555,2025/9/2 8:11:07,9582.44964,9190.444619,1.042653543
SOLUSDT,0.03,CloseLong,5.91,binance-001,197,-0.162,0.0016,1756771903293,2025/9/2 8:11:43,9582.28604,9190.444619,1.042635741
UNIUSDT,1,CloseLong,9.33,binance-001,9.33,-0.683,0.00252,1756771939812,2025/9/2 8:12:20,9581.60052,9190.444619,1.042561151
WIFUSDT,0.5,CloseLong,0.376,binance-001,0.753,-0.0337,0.000102,1756771954447,2025/9/2 8:12:34,9581.566718,9190.444619,1.042557473
FARTCOINUSDT,3,CloseLong,2.14,binance-001,0.714,-0.203,0.000579,1756772011069,2025/9/2 8:13:31,9581.363139,9190.444619,1.042535322
INJUSDT,0.2,CloseLong,2.49,binance-001,12.4,-0.131,0.000671,1756772150276,2025/9/2 8:15:50,9581.231468,9190.444619,1.042520995
CRVUSDT,1.4,CloseLong,1.04,binance-001,0.741,-0.0192,0.00028,1756772196806,2025/9/2 8:16:37,9581.211988,9190.444619,1.042518875
ETCUSDT,0.15,CloseLong,3.07,binance-001,20.4,-0.212,0.000828,1756772284637,2025/9/2 8:18:05,9580.99916,9190.444619,1.042495718
ETCUSDT,0.41,CloseLong,8.38,binance-001,20.4,-0.578,0.00226,1756772284637,2025/9/2 8:18:05,9580.4189,9190.444619,1.04243258
TAOUSDT,0.019,CloseLong,5.9,binance-001,310,-0.359,0.00159,1756772718018,2025/9/2 8:25:18,9580.05831,9190.444619,1.042393345
SOLUSDT,0.06,CloseLong,11.8,binance-001,197,-0.322,0.00319,1756773012398,2025/9/2 8:30:12,9579.73312,9190.444619,1.042357962
ONDOUSDT,8.6,OpenLong,7.56,binance-001,0.879,0,0.00204,1756773300518,2025/9/2 8:35:01,9579.73108,9190.444619,1.04235774
CRVUSDT,0.7,CloseLong,0.519,binance-001,0.741,-0.0096,0.00014,1756773634708,2025/9/2 8:40:35,9579.72134,9190.444619,1.04235668
ZORAUSDT,1,CloseLong,0.0726,binance-001,0.0726,-0.00128,0.0000196,1756773681336,2025/9/2 8:41:21,9579.720041,9190.444619,1.042356538
NOTUSDT,192,CloseLong,0.331,binance-001,0.00173,-0.0172,0.0000895,1756773980764,2025/9/2 8:46:21,9579.702751,9190.444619,1.042354657
WUSDT,2.4,CloseLong,0.185,binance-001,0.0772,-0.013,0.00005,1756774120068,2025/9/2 8:48:40,9579.689701,9190.444619,1.042353237
TAOUSDT,0.007,CloseLong,2.18,binance-001,311,-0.13,0.000587,1756774166607,2025/9/2 8:49:27,9579.559114,9190.444619,1.042339028
SOLUSDT,0.06,OpenLong,11.8,binance-001,197,0,0.0032,1756774465841,2025/9/2 8:54:26,9579.555914,9190.444619,1.04233868
LTCUSDT,0.014,CloseLong,1.52,binance-001,109,-0.0269,0.000412,1756774573381,2025/9/2 8:56:13,9579.528602,9190.444619,1.042335708
LINKUSDT,0.2,CloseLong,4.47,binance-001,22.4,-0.215,0.00121,1756774620151,2025/9/2 8:57:00,9579.312392,9190.444619,1.042312183
ONDOUSDT,3.8,CloseLong,3.34,binance-001,0.878,-0.174,0.000901,1756774749477,2025/9/2 8:59:09,9579.137491,9190.444619,1.042293152
INJUSDT,0.5,OpenLong,6.22,binance-001,12.4,0,0.00168,1756775027561,2025/9/2 9:03:48,9579.135811,9190.444619,1.042292969
TAOUSDT,0.029,OpenLong,9.02,binance-001,311,0,0.00243,1756775609321,2025/9/2 9:13:29,9579.133381,9190.444619,1.042292705
SUIUSDT,0.1,CloseLong,0.322,binance-001,3.22,-0.0211,0.0000868,1756775799355,2025/9/2 9:16:39,9579.112194,9190.444619,1.0422904
DOGSUSDT,2548,CloseLong,0.317,binance-001,0.000124,-0.0348,0.0000855,1756775845929,2025/9/2 9:17:26,9579.077309,9190.444619,1.042286604
SOLUSDT,0.04,CloseLong,7.9,binance-001,197,-0.198,0.00213,1756775933948,2025/9/2 9:18:54,9578.877179,9190.444619,1.042264828
BTCUSDT,0.001,CloseLong,109,binance-001,109343,-0.125,0.0295,1756777511904,2025/9/2 9:45:12,9578.722679,9190.444619,1.042248017
ONDOUSDT,6.3,OpenLong,5.6,binance-001,0.889,0,0.00151,1756777671670,2025/9/2 9:47:52,9578.721169,9190.444619,1.042247853
TONUSDT,0.6,CloseLong,1.87,binance-001,3.12,-0.0375,0.000506,1756777913171,2025/9/2 9:51:53,9578.683163,9190.444619,1.042243717
SOLUSDT,0.22,OpenLong,43.9,binance-001,199,0,0.0118,1756778625322,2025/9/2 10:03:45,9578.671363,9190.444619,1.042242433
SOLUSDT,0.05,CloseLong,9.97,binance-001,199,-0.15,0.00269,1756778707542,2025/9/2 10:05:08,9578.518673,9190.444619,1.042225819
SOLUSDT,0.03,CloseLong,5.99,binance-001,200,-0.0854,0.00162,1756778759919,2025/9/2 10:06:00,9578.431653,9190.444619,1.042216351
SOLUSDT,0.03,CloseLong,5.99,binance-001,200,-0.0821,0.00162,1756778796483,2025/9/2 10:06:36,9578.347933,9190.444619,1.042207241
BTCUSDT,0.001,CloseLong,109,binance-001,109453,-0.0151,0.0296,1756778806715,2025/9/2 10:06:47,9578.303233,9190.444619,1.042202378
INJUSDT,0.3,CloseLong,3.76,binance-001,12.5,-0.164,0.00102,1756778866802,2025/9/2 10:07:47,9578.138213,9190.444619,1.042184422
XRPUSDT,2.5,OpenLong,6.89,binance-001,2.76,0,0.00186,1756779511589,2025/9/2 10:18:32,9578.136353,9190.444619,1.04218422
UNIUSDT,1,OpenLong,9.39,binance-001,9.39,0,0.00254,1756779706715,2025/9/2 10:21:47,9578.133813,9190.444619,1.042183943
SOLUSDT,0.06,OpenLong,12,binance-001,200,0,0.00324,1756779778081,2025/9/2 10:22:58,9578.130573,9190.444619,1.042183591
ETHUSDT,0.001,CloseLong,4.33,binance-001,4335,-0.0721,0.00117,1756780628255,2025/9/2 10:37:08,9578.057303,9190.444619,1.042175618
ONDOUSDT,5.6,CloseLong,5,binance-001,0.893,-0.17,0.00135,1756780716127,2025/9/2 10:38:36,9577.885953,9190.444619,1.042156974
ONDOUSDT,1.3,CloseLong,1.16,binance-001,0.893,-0.0395,0.000313,1756780716127,2025/9/2 10:38:36,9577.84614,9190.444619,1.042152642
BTCUSDT,0.001,CloseLong,110,binance-001,109727,0.259,0.0296,1756781421521,2025/9/2 10:50:22,9578.07554,9190.444619,1.042177603
WUSDT,4.4,CloseLong,0.346,binance-001,0.0786,-0.0177,0.0000934,1756781509675,2025/9/2 10:51:50,9578.057747,9190.444619,1.042175666
TAOUSDT,0.053,CloseLong,16.7,binance-001,314,-0.791,0.0045,1756781556392,2025/9/2 10:52:36,9577.262247,9190.444619,1.042089109
TAOUSDT,0.016,CloseLong,5.03,binance-001,314,-0.239,0.00136,1756781556392,2025/9/2 10:52:36,9577.021887,9190.444619,1.042062956
TAOUSDT,0.006,CloseLong,1.89,binance-001,314,-0.0895,0.000509,1756781556392,2025/9/2 10:52:36,9576.931878,9190.444619,1.042053162
TONUSDT,0.6,CloseLong,1.88,binance-001,3.13,-0.0318,0.000507,1756781602938,2025/9/2 10:53:23,9576.899571,9190.444619,1.042049647
XRPUSDT,3.4,CloseLong,9.45,binance-001,2.78,-0.444,0.00255,1756781649678,2025/9/2 10:54:10,9576.453021,9190.444619,1.042001058
KAITOUSDT,0.4,CloseLong,0.408,binance-001,1.02,-0.0104,0.00011,1756781696454,2025/9/2 10:54:56,9576.442511,9190.444619,1.041999915
UNIUSDT,1,CloseLong,9.46,binance-001,9.46,-0.503,0.00255,1756781825657,2025/9/2 10:57:06,9575.936961,9190.444619,1.041944907
SOLUSDT,0.24,CloseLong,48.4,binance-001,202,-0.154,0.0131,1756781872301,2025/9/2 10:57:52,9575.769861,9190.444619,1.041926725
LTCUSDT,0.023,CloseLong,2.52,binance-001,110,-0.0265,0.000681,1756781960317,2025/9/2 10:59:20,9575.74268,9190.444619,1.041923767
BTCUSDT,0.002,CloseLong,220,binance-001,110145,1.35,0.0595,1756781960990,2025/9/2 10:59:21,9577.03318,9190.444619,1.042064185
BTCUSDT,0.001,CloseLong,110,binance-001,110205,0.737,0.0298,1756781997556,2025/9/2 10:59:58,9577.74038,9190.444619,1.042141134
LINKUSDT,0.41,CloseLong,9.47,binance-001,23.1,-0.143,0.00256,1756782006962,2025/9/2 11:00:07,9577.59482,9190.444619,1.042125296
BTCUSDT,0.001,CloseLong,110,binance-001,110087,0.619,0.0297,1756782034130,2025/9/2 11:00:34,9578.18412,9190.444619,1.042189417
BTCUSDT,0.001,CloseLong,110,binance-001,110087,0.619,0.0297,1756782034130,2025/9/2 11:00:34,9578.77342,9190.444619,1.042253538
ETHUSDT,0.001,CloseLong,4.36,binance-001,4357,-0.0501,0.00118,1756782053534,2025/9/2 11:00:54,9578.72214,9190.444619,1.042247958
ONDOUSDT,15.1,CloseLong,13.6,binance-001,0.903,-0.314,0.00368,1756782141419,2025/9/2 11:02:21,9578.40446,9190.444619,1.042213392
APTUSDT,0.3,CloseLong,1.28,binance-001,4.26,-0.0461,0.000345,1756782188060,2025/9/2 11:03:08,9578.358015,9190.444619,1.042208338
WIFUSDT,4,CloseLong,3.07,binance-001,0.768,-0.208,0.00083,1756782234623,2025/9/2 11:03:55,9578.149185,9190.444619,1.042185616
FARTCOINUSDT,2.1,CloseLong,1.56,binance-001,0.744,-0.0789,0.000422,1756782291300,2025/9/2 11:04:51,9578.069863,9190.444619,1.042176985
INJUSDT,0.5,CloseLong,6.34,binance-001,12.7,-0.204,0.00171,1756782430540,2025/9/2 11:07:11,9577.864153,9190.444619,1.042154602
CRVUSDT,4.8,CloseLong,3.63,binance-001,0.757,0.011,0.000981,1756782477286,2025/9/2 11:07:57,9577.874172,9190.444619,1.042155692
ZORAUSDT,8,CloseLong,0.592,binance-001,0.074,0.000871,0.00016,1756782523863,2025/9/2 11:08:44,9577.874883,9190.444619,1.042155769
ETCUSDT,0.68,CloseLong,14.2,binance-001,20.8,-0.692,0.00382,1756782570443,2025/9/2 11:09:30,9577.179063,9190.444619,1.042080058
TIAUSDT,1,CloseLong,1.58,binance-001,1.58,-0.042,0.000427,1756782663343,2025/9/2 11:11:03,9577.136636,9190.444619,1.042075442
LPTUSDT,0.1,CloseLong,0.676,binance-001,6.76,-0.0642,0.000183,1756782709908,2025/9/2 11:11:50,9577.072253,9190.444619,1.042068436
NOTUSDT,587,CloseLong,1.04,binance-001,0.00178,-0.0226,0.000282,1756782839162,2025/9/2 11:13:59,9577.049371,9190.444619,1.042065946
ONDOUSDT,4.1,CloseLong,3.73,binance-001,0.91,-0.0564,0.00101,1756782895907,2025/9/2 11:14:56,9576.991961,9190.444619,1.0420597
XRPUSDT,2.6,CloseLong,7.27,binance-001,2.79,-0.302,0.00196,1756782942488,2025/9/2 11:15:42,9576.688001,9190.444619,1.042026626
TONUSDT,1,CloseLong,3.14,binance-001,3.14,-0.0411,0.000849,1756782989237,2025/9/2 11:16:29,9576.646052,9190.444619,1.042022062
FARTCOINUSDT,3,CloseLong,2.25,binance-001,0.751,-0.0923,0.000608,1756783036034,2025/9/2 11:17:16,9576.553144,9190.444619,1.042011953
BTCUSDT,0.004,CloseLong,442,binance-001,110460,3.97,0.119,1756783053630,2025/9/2 11:17:34,9580.404144,9190.444619,1.042430975
TAOUSDT,0.104,CloseLong,32.8,binance-001,316,-1.4,0.00887,1756783082813,2025/9/2 11:18:03,9578.995274,9190.444619,1.042277678
KAITOUSDT,0.1,CloseLong,0.103,binance-001,1.03,-0.00164,0.0000278,1756783139507,2025/9/2 11:19:00,9578.993606,9190.444619,1.042277496
KAITOUSDT,1.7,CloseLong,1.75,binance-001,1.03,-0.0279,0.000473,1756783139507,2025/9/2 11:19:00,9578.965233,9190.444619,1.042274409
SUIUSDT,0.6,CloseLong,1.97,binance-001,3.28,-0.0873,0.000532,1756783186075,2025/9/2 11:19:46,9578.877401,9190.444619,1.042264852
SOLUSDT,0.2,CloseLong,40.5,binance-001,202,-0.0184,0.0109,1756783273904,2025/9/2 11:21:14,9578.848101,9190.444619,1.042261664
LTCUSDT,0.033,CloseLong,3.63,binance-001,110,-0.0262,0.00098,1756783320831,2025/9/2 11:22:01,9578.820921,9190.444619,1.042258706
HYPEUSDT,0.03,CloseLong,1.32,binance-001,43.9,-0.0301,0.000356,1756783367469,2025/9/2 11:22:47,9578.790465,9190.444619,1.042255393
WIFUSDT,0.6,CloseLong,0.462,binance-001,0.77,-0.0305,0.000125,1756783414019,2025/9/2 11:23:34,9578.75984,9190.444619,1.04225206
BTCUSDT,0.007,OpenLong,772,binance-001,110256,0,0.208,1756783450411,2025/9/2 11:24:10,9578.55184,9190.444619,1.042229428
LINKUSDT,0.14,CloseLong,3.23,binance-001,23.1,-0.0476,0.000873,1756783543353,2025/9/2 11:25:43,9578.503367,9190.444619,1.042224154
APTUSDT,0.1,CloseLong,0.428,binance-001,4.28,-0.0134,0.000116,1756783631345,2025/9/2 11:27:11,9578.489851,9190.444619,1.042222683
PENGUUSDT,3,CloseLong,0.0877,binance-001,0.0292,-0.00385,0.0000237,1756783677901,2025/9/2 11:27:58,9578.485977,9190.444619,1.042222262
DOGSUSDT,8593,CloseLong,1.1,binance-001,0.000128,-0.0832,0.000298,1756783724506,2025/9/2 11:28:45,9578.402479,9190.444619,1.042213176
WUSDT,10.3,CloseLong,0.817,binance-001,0.0793,-0.0345,0.000221,1756783771121,2025/9/2 11:29:31,9578.367758,9190.444619,1.042209398
CRVUSDT,0.1,CloseLong,0.0754,binance-001,0.754,-0.0000715,0.0000204,1756783951730,2025/9/2 11:32:32,9578.367666,9190.444619,1.042209388
TAOUSDT,0.05,OpenLong,15.8,binance-001,316,0,0.00427,1756784472879,2025/9/2 11:41:13,9578.363396,9190.444619,1.042208924
XRPUSDT,0.3,CloseLong,0.84,binance-001,2.8,-0.0336,0.000227,1756784580457,2025/9/2 11:43:00,9578.329569,9190.444619,1.042205243
SUIUSDT,0.1,CloseLong,0.327,binance-001,3.27,-0.0155,0.0000883,1756784668412,2025/9/2 11:44:28,9578.313981,9190.444619,1.042203547
DOGSUSDT,1835,CloseLong,0.236,binance-001,0.000128,-0.0176,0.0000636,1756784715229,2025/9/2 11:45:15,9578.296317,9190.444619,1.042201625
LTCUSDT,0.011,CloseLong,1.21,binance-001,110,-0.00619,0.000327,1756784890818,2025/9/2 11:48:11,9578.2898,9190.444619,1.042200916
LINKUSDT,0.03,CloseLong,0.692,binance-001,23.1,-0.0109,0.000187,1756784937418,2025/9/2 11:48:57,9578.278713,9190.444619,1.04219971
PENGUUSDT,6,CloseLong,0.174,binance-001,0.0291,-0.00871,0.0000471,1756785025340,2025/9/2 11:50:25,9578.269956,9190.444619,1.042198757
ONDOUSDT,0.1,CloseLong,0.0907,binance-001,0.907,-0.00168,0.0000245,1756785071931,2025/9/2 11:51:12,9578.268252,9190.444619,1.042198571
APTUSDT,0.1,CloseLong,0.429,binance-001,4.29,-0.0124,0.000116,1756785118493,2025/9/2 11:51:58,9578.255736,9190.444619,1.042197209
WIFUSDT,2.6,CloseLong,2.01,binance-001,0.772,-0.126,0.000542,1756785165086,2025/9/2 11:52:45,9578.129194,9190.444619,1.042183441
INJUSDT,0.2,CloseLong,2.55,binance-001,12.7,-0.0679,0.000688,1756785355724,2025/9/2 11:55:56,9578.060606,9190.444619,1.042175978
CRVUSDT,0.2,CloseLong,0.152,binance-001,0.759,0.000857,0.000041,1756785402501,2025/9/2 11:56:43,9578.061422,9190.444619,1.042176066
CRVUSDT,1.1,CloseLong,0.835,binance-001,0.759,0.00471,0.000225,1756785402501,2025/9/2 11:56:43,9578.065907,9190.444619,1.042176554
ZORAUSDT,1,CloseLong,0.0744,binance-001,0.0744,0.000479,0.0000201,1756785449060,2025/9/2 11:57:29,9578.066366,9190.444619,1.042176604
TAOUSDT,0.006,CloseLong,1.9,binance-001,316,-0.0786,0.000512,1756785638026,2025/9/2 12:00:38,9577.987254,9190.444619,1.042167996
WUSDT,4.9,CloseLong,0.389,binance-001,0.0794,-0.016,0.000105,1756785674596,2025/9/2 12:01:15,9577.971149,9190.444619,1.042166244
TAOUSDT,0.018,OpenLong,5.69,binance-001,316,0,0.00154,1756785958629,2025/9/2 12:05:59,9577.969609,9190.444619,1.042166076
TONUSDT,0.1,CloseLong,0.314,binance-001,3.14,-0.00491,0.0000847,1756786024862,2025/9/2 12:07:05,9577.964614,9190.444619,1.042165533
PENGUUSDT,2,CloseLong,0.0581,binance-001,0.0291,-0.00291,0.0000157,1756786484172,2025/9/2 12:14:44,9577.961688,9190.444619,1.042165214
ONDOUSDT,0.5,CloseLong,0.451,binance-001,0.901,-0.0111,0.000122,1756786530746,2025/9/2 12:15:31,9577.950466,9190.444619,1.042163993
ETCUSDT,0.11,CloseLong,2.29,binance-001,20.8,-0.11,0.000619,1756786927698,2025/9/2 12:22:08,9577.839847,9190.444619,1.042151957
TAOUSDT,0.019,CloseLong,6.02,binance-001,317,-0.238,0.00162,1756787361137,2025/9/2 12:29:21,9577.600227,9190.444619,1.042125884
TONUSDT,0.2,CloseLong,0.628,binance-001,3.14,-0.00901,0.00017,1756787407683,2025/9/2 12:30:08,9577.591047,9190.444619,1.042124886
DOGSUSDT,2074,CloseLong,0.268,binance-001,0.000129,-0.0182,0.0000723,1756787578060,2025/9/2 12:32:58,9577.572775,9190.444619,1.042122897
SOLUSDT,0.01,CloseLong,2.03,binance-001,203,0.00168,0.000547,1756789028861,2025/9/2 12:57:09,9577.573908,9190.444619,1.042123021
ONDOUSDT,1.2,CloseLong,1.09,binance-001,0.91,-0.0164,0.000295,1756789281856,2025/9/2 13:01:22,9577.557213,9190.444619,1.042121204
APTUSDT,0.1,CloseLong,0.43,binance-001,4.3,-0.0116,0.000116,1756789328563,2025/9/2 13:02:09,9577.545497,9190.444619,1.042119929
TAOUSDT,0.033,OpenLong,10.4,binance-001,316,0,0.00282,1756790117422,2025/9/2 13:15:17,9577.542677,9190.444619,1.042119622
SOLUSDT,0.05,CloseLong,10.1,binance-001,203,0.0189,0.00274,1756790431554,2025/9/2 13:20:32,9577.558837,9190.444619,1.042121381
TAOUSDT,0.022,CloseLong,6.95,binance-001,316,-0.292,0.00188,1756791834850,2025/9/2 13:43:55,9577.264957,9190.444619,1.042089404
SOLUSDT,0.1,OpenLong,20.3,binance-001,203,0,0.00549,1756792134205,2025/9/2 13:48:54,9577.259467,9190.444619,1.042088807
PENGUUSDT,2,CloseLong,0.0586,binance-001,0.0293,-0.00241,0.0000158,1756792370772,2025/9/2 13:52:51,9577.257041,9190.444619,1.042088543
TAOUSDT,0.003,CloseLong,0.95,binance-001,317,-0.038,0.000256,1756793237340,2025/9/2 14:07:17,9577.218785,9190.444619,1.04208438
TONUSDT,0.4,CloseLong,1.25,binance-001,3.14,-0.0195,0.000339,1756793283935,2025/9/2 14:08:04,9577.198946,9190.444619,1.042082222
XRPUSDT,0.1,CloseLong,0.281,binance-001,2.81,-0.0099,0.0000759,1756793330529,2025/9/2 14:08:51,9577.18897,9190.444619,1.042081136
DOGSUSDT,2854,CloseLong,0.368,binance-001,0.000129,-0.0256,0.0000994,1756793459665,2025/9/2 14:11:00,9577.163271,9190.444619,1.04207834
SOLUSDT,0.06,CloseLong,12.2,binance-001,204,0.0741,0.0033,1756793547725,2025/9/2 14:12:28,9577.234071,9190.444619,1.042086043
LTCUSDT,0.011,CloseLong,1.22,binance-001,111,-0.000911,0.000329,1756793635704,2025/9/2 14:13:56,9577.232831,9190.444619,1.042085908
ETHUSDT,0.001,CloseLong,4.39,binance-001,4393,-0.014,0.00119,1756793723638,2025/9/2 14:15:24,9577.217641,9190.444619,1.042084256
PENGUUSDT,2,CloseLong,0.0588,binance-001,0.0294,-0.00222,0.0000159,1756793770214,2025/9/2 14:16:10,9577.215405,9190.444619,1.042084012
ONDOUSDT,1.7,CloseLong,1.56,binance-001,0.916,-0.0134,0.00042,1756793816808,2025/9/2 14:16:57,9577.201585,9190.444619,1.042082509
CRVUSDT,1,CloseLong,0.766,binance-001,0.766,0.0113,0.000207,1756794131349,2025/9/2 14:22:11,9577.212678,9190.444619,1.042083716
ZORAUSDT,1,CloseLong,0.076,binance-001,0.076,0.00211,0.0000205,1756794177919,2025/9/2 14:22:58,9577.214767,9190.444619,1.042083943
ETCUSDT,0.01,CloseLong,0.209,binance-001,20.9,-0.00969,0.0000564,1756794224535,2025/9/2 14:23:45,9577.205021,9190.444619,1.042082883
PENGUUSDT,1,CloseLong,0.0294,binance-001,0.0294,-0.00106,0.00000794,1756794544424,2025/9/2 14:29:04,9577.203953,9190.444619,1.042082766
LTCUSDT,0.005,CloseLong,0.555,binance-001,111,0.00129,0.00015,1756794756563,2025/9/2 14:32:37,9577.205093,9190.444619,1.04208289
TAOUSDT,0.045,CloseLong,14.3,binance-001,317,-0.551,0.00385,1756794849648,2025/9/2 14:34:10,9576.650243,9190.444619,1.042022518
WIFUSDT,0.6,CloseLong,0.471,binance-001,0.785,-0.0212,0.000127,1756794978937,2025/9/2 14:36:19,9576.628916,9190.444619,1.042020197
XRPUSDT,1.2,CloseLong,3.36,binance-001,2.8,-0.129,0.000908,1756795025521,2025/9/2 14:37:06,9576.499008,9190.444619,1.042006062
LINKUSDT,0.09,CloseLong,2.11,binance-001,23.5,0.0011,0.00057,1756795072086,2025/9/2 14:37:52,9576.499538,9190.444619,1.04200612
DOGSUSDT,749,CloseLong,0.0972,binance-001,0.00013,-0.00612,0.0000262,1756795118676,2025/9/2 14:38:39,9576.493392,9190.444619,1.042005451
WUSDT,4.9,CloseLong,0.391,binance-001,0.0798,-0.0142,0.000106,1756795165226,2025/9/2 14:39:25,9576.479086,9190.444619,1.042003895
SOLUSDT,0.1,CloseLong,20.4,binance-001,204,0.181,0.00551,1756795211857,2025/9/2 14:40:12,9576.654576,9190.444619,1.042022989
ONDOUSDT,3.5,CloseLong,3.22,binance-001,0.919,-0.0156,0.000868,1756795258465,2025/9/2 14:40:58,9576.638108,9190.444619,1.042021197
FARTCOINUSDT,0.1,CloseLong,0.0759,binance-001,0.759,-0.0023,0.0000205,1756795346574,2025/9/2 14:42:27,9576.635787,9190.444619,1.042020945
WLFIUSDT,181,OpenLong,44.1,binance-001,0.244,0,0.0119,1756795355355,2025/9/2 14:42:35,9576.623887,9190.444619,1.04201965
