,TradeID,Direction,CreateTime,OrderSysID,OrderID,MemberID,PositionID,TradeUnitID,AccountID,ExchangeID,InstrumentID,ProductGroup,SettlementGroup,ProductID,OffsetFlag,Price,Volume,TradeTime,DeriveSource,PriceSource,UserID,OrderLocalID,MatchRole,Currency,PriceCurrency,ClearCurrency,Fee,FeeCurrency,ReserveFee,CloseProfit,ReserveProfit,Turnover,UseMargin,ReserveMargin,Leverage,OrderPrice,TriggerPrice,IsSelfTrade,Remark,BusinessNo,OpenPrice,InsertTime,APPID,CopyMemberID,CopyOrderID,CopyProfit,Position,PrePosition
37,1000156167865783,0,2025-06-16 16:18:14,1000573108051654,,38275638-1f74-46f5-9d90-7cce3d7b1acd,1000573092307597,38275638-1f74-46f5-9,38275638-1f74-46f5-9d90-7cce3d7b1acd,Exchange,SOLUSDT,SwapU,SwapU,,8,157.8,303.64,1750090694,0,,,,1,USDT,USDT,USDT,11.978598,USDT,0,-354.02820701,0,47914.392,-475.6036379299,,100,157.9,157.8,0,,1001629956871031,156.6340528026358,1750090694,IOS,,,0,145.58,-449.22
38,1000157906497385,0,2025-07-23 21:24:45,1000589946367458,,38275638-1f74-46f5-9d90-7cce3d7b1acd,1000589946367458,38275638-1f74-46f5-9,38275638-1f74-46f5-9d90-7cce3d7b1acd,Exchange,DOGEUSDT,SwapU,SwapU,,0,0.23339,900585,1753305885,0,,,,2,USDT,USDT,USDT,42.03750663,USDT,0,0,0,210187.53315,2802.500442,,75,0.23339,,0,def,1001669899732230,0.23339,1753305885,IOS,,,0,900585,0
39,1000157906497386,0,2025-07-23 21:24:45,1000589946367458,,38275638-1f74-46f5-9d90-7cce3d7b1acd,1000589946367458,38275638-1f74-46f5-9,38275638-1f74-46f5-9d90-7cce3d7b1acd,Exchange,DOGEUSDT,SwapU,SwapU,,0,0.23339,99415,1753305885,0,,,,2,USDT,USDT,USDT,4.64049337,USDT,0,0,0,23202.46685,309.3662246667,,75,0.23339,,0,def,1001669899732231,0.23339,1753305885,IOS,,,0,1000000,900585
40,1000156169918390,0,2025-06-16 18:55:05,1000573146451327,,38275638-1f74-46f5-9d90-7cce3d7b1acd,1000573088077524,38275638-1f74-46f5-9,38275638-1f74-46f5-9d90-7cce3d7b1acd,Exchange,ETHUSDT,SwapU,SwapU,,2,2654.52,60.295,1750100105,4,,,,0,USDT,USDT,USDT,96.03257004,USDT,0,-715.1537,0,160054.2834,-796.6956485,,200,2654.52,2647.91,0,,1001630045319373,2642.659087818227,1750100105,,,,0,0,
41,1000156169918391,0,2025-06-16 18:55:05,1000573146451332,,38275638-1f74-46f5-9d90-7cce3d7b1acd,1000573092307597,38275638-1f74-46f5-9,38275638-1f74-46f5-9d90-7cce3d7b1acd,Exchange,SOLUSDT,SwapU,SwapU,,2,157.94,145.58,1750100105,4,,,,0,USDT,USDT,USDT,13.79574312,USDT,0,-190.119793,-81.52641602,22992.9052,-228.0278540701,,100,157.94,157.94,0,,1001630045319382,156.6340528026358,1750100105,,,,0,0,
42,1000157914068781,1,2025-07-24 01:07:37,1000590209083134,,38275638-1f74-46f5-9d90-7cce3d7b1acd,1000590065262305,38275638-1f74-46f5-9,38275638-1f74-46f5-9d90-7cce3d7b1acd,Exchange,ETHUSDT,SwapU,SwapU,,0,3640.67,222.868,1753319257,0,,,,1,USDT,USDT,USDT,202.84721039,USDT,0,0,0,811388.84156,4056.9442078,,200,3640.58,,0,def,1001670080353392,3640.67,1753319257,IOS,,,0,222.868,0
43,1000157914101435,1,2025-07-24 01:08:34,1000590209415027,,38275638-1f74-46f5-9d90-7cce3d7b1acd,1000589946367458,38275638-1f74-46f5-9,38275638-1f74-46f5-9d90-7cce3d7b1acd,Exchange,DOGEUSDT,SwapU,SwapU,,1,0.24333,161254,1753319314,0,,,,1,USDT,USDT,USDT,9.80948396,USDT,0,1602.86476,0,39237.93582,-501.8009474667,,75,0.24324,,0,def,1001670081126524,0.23339,1753319314,IOS,,,0,838746,1000000
44,1000157914101436,1,2025-07-24 01:08:34,1000590209415027,,38275638-1f74-46f5-9d90-7cce3d7b1acd,1000589946367458,38275638-1f74-46f5-9,38275638-1f74-46f5-9d90-7cce3d7b1acd,Exchange,DOGEUSDT,SwapU,SwapU,,1,0.24332,167475,1753319314,0,,,,1,USDT,USDT,USDT,10.18750425,USDT,0,1663.02675,0,40750.017,-521.15987,,75,0.24324,,0,def,1001670081126524,0.23339,1753319314,IOS,,,0,671271,838746
45,1000157914101437,1,2025-07-24 01:08:34,1000590209415027,,38275638-1f74-46f5-9d90-7cce3d7b1acd,1000589946367458,38275638-1f74-46f5-9,38275638-1f74-46f5-9d90-7cce3d7b1acd,Exchange,DOGEUSDT,SwapU,SwapU,,1,0.24331,335699,1753319314,0,,,,1,USDT,USDT,USDT,20.41973093,USDT,0,3330.13408,0,81678.92369,-1044.6505281333,,75,0.24324,,0,def,1001670081126524,0.23339,1753319314,IOS,,,0,335572,671271
46,1000157914101438,1,2025-07-24 01:08:34,1000590209415027,,38275638-1f74-46f5-9d90-7cce3d7b1acd,1000589946367458,38275638-1f74-46f5-9,38275638-1f74-46f5-9d90-7cce3d7b1acd,Exchange,DOGEUSDT,SwapU,SwapU,,1,0.24331,335572,1753319314,0,,,,1,USDT,USDT,USDT,20.41200583,USDT,0,3328.87424,0,81648.02332,-1044.2553210667,,75,0.24324,,0,def,1001670081126524,0.23339,1753319314,IOS,,,0,0,335572
