,Unnamed: 0,AccountDetailID,CreateTime,MemberID,TradeUnitID,ExchangeID,InstrumentID,SettlementGroup,ProductGroup,AccountID,Currency,Amount,PreBalance,Balance,Source,Remark,UpdateUserID,UpdateTime,UserID,InsertTime,LocalID,SettleSegment,BusinessNo,RelatedID,ReserveAmount,ReserveBalance,pl,shares
160,160,1000141722006525,2025-06-20 14:44:08,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,819.0,9666.82162351,10485.82162351,3,,,1750430648,,1750430648,1250620110065.0,,,,0.0,0.0,1.1476160949067422,9137.046500173128
161,161,1000141722007270,2025-06-20 14:47:43,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,3497.0,10485.82162351,13982.82162351,3,,,1750430863,,1750430863,1250620110066.0,,,,0.0,0.0,1.1476160949067422,12184.232763523829
162,162,1000141722031074,2025-06-20 16:00:00,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-7.0724631,13982.82162351,13975.74916041,7,,,1750435200,,1750435200,,,,,,0.0,1.1470356346317896,12184.232763523829
163,163,1000141722035672,2025-06-20 16:00:00,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,0.77790421,13975.74916041,13976.52706462,7,,,1750435200,,1750435200,,,,,,0.0,1.147099479785202,12184.232763523829
164,164,1000141722041090,2025-06-20 16:00:00,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-5.18908465,13976.52706462,13971.33797997,7,,,1750435200,,1750435200,,,,,,0.0,1.1466735945652862,12184.232763523829
165,165,1000141722061373,2025-06-20 16:21:13,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,1500.0,13971.33797997,15471.33797997,3,,,1750436473,,1750436473,1250620110067.0,,,,0.0,0.0,1.1466735945652862,13492.364394974418
166,166,1000141722061820,2025-06-20 16:22:35,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-43.071588,15471.33797997,15428.26639197,5,,,1750436555,lbank_exchange_user,1750436555,1000574878252271.0,,1001634023898514.0,1000156329644194.0,0.0,0.0,1.143481301002859,13492.364394974418
167,167,1000141722061821,2025-06-20 16:22:35,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-3949.454696,15428.26639197,11478.81169597,1,,,1750436555,lbank_exchange_user,1750436555,1000574878252271.0,,1001634023898514.0,1000156329644194.0,0.0,0.0,0.8507635400245773,13492.364394974418
168,168,1000141722072028,2025-06-20 17:18:42,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-109.9338084,11478.81169597,11368.87788757,5,,,1750439922,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750439922,1000574895603792.0,,1001634064518619.0,1000156331414082.0,0.0,0.0,0.8426156865289404,13492.364394974418
169,169,1000141722072029,2025-06-20 17:18:42,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-8200.902,11368.87788757,3167.97588757,a,,,1750439922,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750439922,1000574895603792.0,,1001634064518619.0,1000156331414082.0,0.0,0.0,0.2347976822172098,13492.364394974418
170,170,1000141722072030,2025-06-20 17:18:42,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-116.931576,3167.97588757,3051.04431157,5,,,1750439922,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750439922,1000574895603838.0,,1001634064518686.0,1000156331414084.0,0.0,0.0,0.2261311822193626,13492.364394974418
171,171,1000141722072031,2025-06-20 17:18:42,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-3039.7802,3051.04431157,11.26411157,a,,,1750439922,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750439922,1000574895603838.0,,1001634064518686.0,1000156331414084.0,0.0,0.0,0.0008348508267532125,13492.364394974418
172,172,1000141722684335,2025-06-22 05:39:06,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,2246.6486,11.26411157,2257.91271157,3,,,1750570746,,1750570746,1250622110068.0,,,,0.0,0.0,0.1434596128925599,15739.012994974419
173,173,1000141722684489,2025-06-22 05:40:44,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-50.37926586,2257.91271157,2207.53344571,5,,,1750570844,lbank_exchange_user,1750570844,217505708421180.0,,1001635603057069.0,,0.0,0.0,0.1402586964261915,15739.012994974419
174,174,1000141722700371,2025-06-22 07:45:55,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-9.0217428,2207.53344571,2198.51170291,5,,,1750578355,lbank_exchange_user,1750578355,1000575597965330.0,,1001635689521703.0,1000156403914725.0,0.0,0.0,0.13968548749607113,15739.012994974419
175,175,1000141722700372,2025-06-22 07:45:55,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-185.91776,2198.51170291,2012.59394291,1,,,1750578355,lbank_exchange_user,1750578355,1000575597965330.0,,1001635689521703.0,1000156403914725.0,0.0,0.0,0.12787294499042828,15739.012994974419
176,176,1000141722715482,2025-06-22 08:00:00,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,2.89546868,2012.59394291,2015.48941159,7,,,1750579200,,1750579200,,,,,,0.0,0.12805691260522883,15739.012994974419
177,177,1000141722739509,2025-06-22 09:22:47,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-20.44396197,2015.48941159,1995.04544962,5,,,1750584167,lbank_exchange_user,1750584167,1000575626977405.0,,1001635756588188.0,1000156406961116.0,0.0,0.0,0.1267579771525084,15739.012994974419
178,178,1000141722739510,2025-06-22 09:22:47,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-846.23936,1995.04544962,1148.80608962,1,,,1750584167,lbank_exchange_user,1750584167,1000575626977405.0,,1001635756588188.0,1000156406961116.0,0.0,0.0,0.07299098679102826,15739.012994974419
179,179,1000141722739673,2025-06-22 09:23:00,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-48.91335953,1148.80608962,1099.89273009,5,,,1750584180,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750584180,1000575627051640.0,,1001635756760329.0,1000156406967835.0,0.0,0.0,0.06988320871462549,15739.012994974419
180,180,1000141722739674,2025-06-22 09:23:00,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-1099.82136,1099.89273009,0.07137009,a,,,1750584180,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750584180,1000575627051640.0,,1001635756760329.0,1000156406967835.0,0.0,0.0,4.534597564840246e-06,15739.012994974419
181,181,1000141722802116,2025-06-22 13:50:43,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,9836.0,0.07137009,9836.07137009,3,,,1750600243,,1750600243,1250622110069.0,,,,0.0,0.0,0.38459692560167313,25575.01299497442
182,182,1000141722802155,2025-06-22 13:50:52,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-43.87145868,9836.07137009,9792.19991141,5,,,1750600252,lbank_exchange_user,1750600252,217506002528000.0,,1001635957033329.0,,0.0,0.0,0.3828815224193318,25575.01299497442
183,183,1000141722802179,2025-06-22 13:50:59,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-29.381625,9792.19991141,9762.81828641,5,,,1750600259,lbank_exchange_user,1750600259,217506002597121.0,,1001635957129952.0,,0.0,0.0,0.38173268136084343,25575.01299497442
184,184,1000141722802669,2025-06-22 13:52:57,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-42.7579689,9762.81828641,9720.06031751,5,,,1750600377,lbank_exchange_user,1750600377,217506003774122.0,,1001635958795604.0,,0.0,0.0,0.38006081636869654,25575.01299497442
185,185,1000141722809852,2025-06-22 14:20:40,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-43.28337636,9720.06031751,9676.77694115,5,,,1750602040,lbank_exchange_user,1750602040,1000575722959141.0,,1001635981504540.0,1000156416372130.0,0.0,0.0,0.3783684075957858,25575.01299497442
186,186,1000141722809853,2025-06-22 14:20:40,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-2352.32928,9676.77694115,7324.44766115,1,,,1750602040,lbank_exchange_user,1750602040,1000575722959141.0,,1001635981504540.0,1000156416372130.0,0.0,0.0,0.2863907698732853,25575.01299497442
187,187,1000141722809962,2025-06-22 14:20:55,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-54.99570968,7324.44766115,7269.45195147,5,,,1750602055,lbank_exchange_user,1750602055,217506020553313.0,,1001635981713156.0,,0.0,0.0,0.28424040108595344,25575.01299497442
188,188,1000141722812545,2025-06-22 14:24:18,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-131.10048926,7269.45195147,7138.35146221,5,,,1750602258,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750602258,1000575724457745.0,,1001635985089015.0,1000156416489046.0,0.0,0.0,0.27911428485345097,25575.01299497442
189,189,1000141722812546,2025-06-22 14:24:18,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-1482.0233,7138.35146221,5656.32816221,a,,,1750602258,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750602258,1000575724457745.0,,1001635985089015.0,1000156416489046.0,0.0,0.0,0.22116618917540684,25575.01299497442
190,190,1000141722812547,2025-06-22 14:24:18,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-68.640075,5656.32816221,5587.68808721,5,,,1750602258,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750602258,1000575724457775.0,,1001635985089061.0,1000156416489047.0,0.0,0.0,0.21848231663882245,25575.01299497442
191,191,1000141722812548,2025-06-22 14:24:18,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-3126.375,5587.68808721,2461.31308721,a,,,1750602258,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750602258,1000575724457775.0,,1001635985089061.0,1000156416489047.0,0.0,0.0,0.09623897699264734,25575.01299497442
192,192,1000141722812549,2025-06-22 14:24:18,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-101.20319262,2461.31308721,2360.10989459,5,,,1750602258,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750602258,1000575724457778.0,,1001635985089124.0,1000156416489048.0,0.0,0.0,0.0922818649223666,25575.01299497442
193,193,1000141722812550,2025-06-22 14:24:18,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-2359.8879,2360.10989459,0.22199459,a,,,1750602258,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750602258,1000575724457778.0,,1001635985089124.0,1000156416489048.0,0.0,0.0,8.680135960971856e-06,25575.01299497442
194,194,1000141723067025,2025-06-23 06:59:16,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,386.3953,0.22199459,386.61729459,3,,,1750661956,,1750661956,1250623110070.0,,,,0.0,0.0,0.014892000087100087,25961.40829497442
195,195,1000141723067056,2025-06-23 06:59:23,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-12.94743128,386.61729459,373.66986331,5,,,1750661963,lbank_exchange_user,1750661963,217506619638020.0,,1001636706648552.0,1000156447923297.0,0.0,0.0,0.014393281715088415,25961.40829497442
196,196,1000141723068723,2025-06-23 07:05:10,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-31.2792552,373.66986331,342.39060811,5,,,1750662310,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750662310,1000576036385287.0,,1001636710584278.0,,0.0,0.0,0.013188445103583985,25961.40829497442
197,197,1000141723068724,2025-06-23 07:05:10,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-342.36688,342.39060811,0.02372811,a,,,1750662310,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750662310,1000576036385287.0,,1001636710584278.0,,0.0,0.0,9.139762269596624e-07,25961.40829497442
198,198,1000141723501849,2025-06-24 12:00:58,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,6006.536,0.02372811,6006.55972811,3,,,1750766458,,1750766458,1250624110071.0,,,,0.0,0.0,0.18789321179636417,31967.94429497442
199,199,1000141723501904,2025-06-24 12:01:13,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-67.06829525,6006.55972811,5939.49143286,5,,,1750766473,lbank_exchange_user,1750766473,217507664731430.0,,1001637978269949.0,1000156503275508.0,0.0,0.0,0.18579522593180095,31967.94429497442
200,200,1000141723504320,2025-06-24 12:19:20,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-450.0,5939.49143286,5489.49143286,4,,,1750767560,,1750767560,1250624110072.0,,,,0.0,0.0,0.18579522593180095,29545.922966153088
201,201,1000141723523999,2025-06-24 14:16:32,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-67.84799725,5489.49143286,5421.64343561,5,,,1750774592,lbank_exchange_user,1750774592,1000576624226427.0,,1001638075860675.0,,0.0,0.0,0.18349886858572229,29545.922966153088
202,202,1000141723524000,2025-06-24 14:16:32,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-3118.808,5421.64343561,2302.83543561,1,,,1750774592,lbank_exchange_user,1750774592,1000576624226427.0,,1001638075860675.0,,0.0,0.0,0.07794088674258233,29545.922966153088
203,203,1000141723524116,2025-06-24 14:16:59,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-51.40870232,2302.83543561,2251.42673329,5,,,1750774619,lbank_exchange_user,1750774619,217507746195621.0,,1001638076221565.0,1000156507594241.0,0.0,0.0,0.07620092748055853,29545.922966153088
204,204,1000141723555566,2025-06-24 16:00:00,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,0.89650544,2251.42673329,2252.32323873,7,,,1750780800,,1750780800,,,,,,0.0,0.076231270260543,29545.922966153088
205,205,1000141723574892,2025-06-24 16:43:38,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-124.6571223,2252.32323873,2127.66611643,5,,,1750783418,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750783418,1000576670346296.0,,1001638183461661.0,,0.0,0.0,0.07201217301173463,29545.922966153088
206,206,1000141723574893,2025-06-24 16:43:38,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-2127.06125,2127.66611643,0.60486643,a,,,1750783418,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750783418,1000576670346296.0,,1001638183461661.0,,0.0,0.0,2.0472077676940963e-05,29545.922966153088
207,207,1000141723889874,2025-06-25 15:24:29,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,1125.9186,0.60486643,1126.52346643,3,,,1750865069,,1750865069,1250625110073.0,,,,0.0,0.0,0.036728263087832926,30671.84156615309
208,208,1000141723950568,2025-06-25 18:05:03,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,506.047,1126.52346643,1632.57046643,3,,,1750874703,,1750874703,1250625110074.0,,,,0.0,0.0,0.036728263087832926,44449.97746084067
209,209,1000141723950585,2025-06-25 18:05:13,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-35.73003084,1632.57046643,1596.84043559,5,,,1750874713,lbank_exchange_user,1750874713,217508747137190.0,,1001639266115052.0,1000156560697864.0,0.0,0.0,0.03592443746449088,44449.97746084067
210,210,1000141723990703,2025-06-25 21:00:42,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-86.65797437,1596.84043559,1510.18246122,5,,,1750885242,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750885242,1000577190546400.0,,1001639388818510.0,,0.0,0.0,0.033974875747697135,44449.97746084067
211,211,1000141723990704,2025-06-25 21:00:42,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-1509.83392,1510.18246122,0.34854122,a,,,1750885242,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750885242,1000577190546400.0,,1001639388818510.0,,0.0,0.0,7.841201276357365e-06,44449.97746084067
212,212,1000141724247460,2025-06-26 13:23:41,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,774.7942,0.34854122,775.14274122,3,,,1750944221,,1750944221,1250626110075.0,,,,0.0,0.0,0.017139782308534735,45224.77166084067
213,213,1000141724268551,2025-06-26 14:35:18,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-9.19663127,775.14274122,765.94610995,5,,,1750948518,lbank_exchange_user,1750948518,217509485184772.0,,1001640132644666.0,1000156599987985.0,0.0,0.0,0.016936428462130174,45224.77166084067
214,214,1000141724268652,2025-06-26 14:35:45,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-12.50868602,765.94610995,753.43742393,5,,,1750948545,lbank_exchange_user,1750948545,217509485457493.0,,1001640132990450.0,1000156600002843.0,0.0,0.0,0.01665983920450367,45224.77166084067
215,215,1000141724279622,2025-06-26 15:26:50,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,3406.7308,753.43742393,4160.16822393,3,,,1750951610,,1750951610,1250626110076.0,,,,0.0,0.0,0.01665983920450367,249712.3875484571
216,216,1000141724287544,2025-06-26 15:57:49,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-49.3917144,4160.16822393,4110.77650953,5,,,1750953469,lbank_exchange_user,1750953469,217509534697504.0,,1001640193009988.0,1000156602637397.0,0.0,0.0,0.016462044794362862,249712.3875484571
217,217,1000141724303421,2025-06-26 16:00:00,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,2.79738197,4110.77650953,4113.5738915,7,,,1750953600,,1750953600,,,,,,0.0,0.01647324721005983,249712.3875484571
218,218,1000141724359272,2025-06-26 19:55:55,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,638.4623,4113.5738915,4752.0361915,3,,,1750967755,,1750967755,1250626110077.0,,,,0.0,0.0,0.01647324721005983,288469.91312059236
219,219,1000141724428533,2025-06-27 00:00:00,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,0.99240348,4752.0361915,4753.02859498,7,,,1750982400,,1750982400,,,,,,0.0,0.01647668744224649,288469.91312059236
220,220,1000141724544517,2025-06-27 08:00:00,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,1.30243358,4753.02859498,4754.33102856,7,,,1751011200,,1751011200,,,,,,0.0,0.016481202414244472,288469.91312059236
221,221,1000141724582907,2025-06-27 09:55:42,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-17.9615655,4754.33102856,4736.36946306,5,,,1751018142,lbank_exchange_user,1751018142,1000577861556558.0,,1001640944719076.0,,0.0,0.0,0.016418937461530007,288469.91312059236
222,222,1000141724582908,2025-06-27 09:55:42,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-749.83926251,4736.36946306,3986.53020055,1,,,1751018142,lbank_exchange_user,1751018142,1000577861556558.0,,1001640944719076.0,,0.0,0.0,0.013819570150053969,288469.91312059236
223,223,1000141724589431,2025-06-27 10:27:37,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,116.091,3986.53020055,4102.62120055,3,,,1751020057,,1751020057,1250627110078.0,,,,0.0,0.0,0.013819570150053969,296870.3914813138
224,224,1000141724696504,2025-06-27 16:00:00,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,11.75054279,4102.62120055,4114.37174334,7,,,1751040000,,1751040000,,,,,,0.0,0.013859151540206645,296870.3914813138
225,225,1000141724720468,2025-06-27 16:30:48,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-13.33490265,4114.37174334,4101.03684069,5,,,1751041848,lbank_exchange_user,1751041848,1000577982382400.0,,1001641227825287.0,,0.0,0.0,0.013814233276100003,296870.3914813138
226,226,1000141724720469,2025-06-27 16:30:48,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-17.29354688,4101.03684069,4083.74329381,1,,,1751041848,lbank_exchange_user,1751041848,1000577982382400.0,,1001641227825287.0,,0.0,0.0,0.013755980424430596,296870.3914813138
