,Unnamed: 0,AccountDetailID,CreateTime,MemberID,TradeUnitID,ExchangeID,InstrumentID,SettlementGroup,ProductGroup,AccountID,Currency,Amount,PreBalance,Balance,Source,Remark,UpdateUserID,UpdateTime,UserID,InsertTime,LocalID,SettleSegment,BusinessNo,RelatedID,ReserveAmount,ReserveBalance,pl,shares
0,0,1000141720365694,2025-06-16 11:18:20,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,9978.0,0.0,9978.0,3,,,1750072700,,1750072700,1250616110001.0,,,,0.0,0.0,1.0,
1,1,1000141720365921,2025-06-16 11:18:59,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,BTCUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-98.0402187,9978.0,9879.9597813,5,,,1750072739,lbank_exchange_user,1750072739,217500727400370.0,,1001629786567981.0,1000156164182492.0,0.0,0.0,0.9901743617257968,9978.0
2,2,1000141720375818,2025-06-16 11:49:40,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-72.04795725,9879.9597813,9807.91182405,5,,,1750074580,lbank_exchange_user,1750074580,217500745816590.0,,1001629803519237.0,1000156164560572.0,0.0,0.0,0.9829536805021045,9978.0
3,3,1000141720424846,2025-06-16 13:59:19,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-88.48647076,9807.91182405,9719.42535329,5,,,1750082359,lbank_exchange_user,1750082359,217500823590751.0,,1001629876493324.0,1000156166151006.0,0.0,0.0,0.9740855234806575,9978.0
4,4,1000141720442076,2025-06-16 14:34:14,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-174.9075894,9719.42535329,9544.51776389,5,,,1750084454,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750084454,1000573082608586.0,,1001629897430488.0,,0.0,0.0,0.9565562000290639,9978.0
5,5,1000141720442077,2025-06-16 14:34:14,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-3320.82,9544.51776389,6223.69776389,a,,,1750084454,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750084454,1000573082608586.0,,1001629897430488.0,,0.0,0.0,0.6237420088083784,9978.0
6,6,1000141720442078,2025-06-16 14:34:14,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-213.75969987,6223.69776389,6009.93806402,5,,,1750084454,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750084454,1000573082608627.0,,1001629897430568.0,,0.0,0.0,0.6023189079995991,9978.0
7,7,1000141720442079,2025-06-16 14:34:14,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-2320.28342,6009.93806402,3689.65464402,a,,,1750084454,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750084454,1000573082608627.0,,1001629897430568.0,,0.0,0.0,0.3697789781539387,9978.0
8,8,1000141720442080,2025-06-16 14:34:14,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,BTCUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-237.36770544,3689.65464402,3452.28693858,5,,,1750084454,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750084454,1000573082608659.0,,1001629897430608.0,,0.0,0.0,0.345989871575466,9978.0
9,9,1000141720442081,2025-06-16 14:34:14,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,BTCUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-3451.9676,3452.28693858,0.31933858,a,,,1750084454,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750084454,1000573082608659.0,,1001629897430608.0,,0.0,0.0,3.200426738825416e-05,9978.0
10,10,1000141720443406,2025-06-16 14:36:31,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,2.0,0.31933858,2.31933858,b,,,1750084591,,1750084591,1250616110002.0,,,,2.0,2.0,0.00023244523752254963,9978.0
11,11,1000141720450198,2025-06-16 14:54:43,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,1349.7,2.31933858,1352.01933858,3,,,1750085683,,1750085683,1250616110003.0,,,,0.0,2.0,0.11935515052305411,11327.7
12,12,1000141720450442,2025-06-16 14:55:39,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-33.8209813,1352.01933858,1318.19835728,5,,,1750085739,lbank_exchange_user,1750085739,217500857397032.0,,1001629910312633.0,1000156166852160.0,0.0,2.0,0.11636946222798979,11327.7
13,13,1000141720455119,2025-06-16 15:13:15,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-13.35765843,1318.19835728,1304.84069885,5,,,1750086795,lbank_exchange_user,1750086795,217500867951733.0,,1001629920240955.0,1000156167068059.0,0.0,2.0,0.11519025917441317,11327.7
14,14,1000141720455641,2025-06-16 15:15:21,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-4.23312888,1304.84069885,1300.60756997,5,,,1750086921,lbank_exchange_user,1750086921,217500869215994.0,,1001629921418573.0,1000156167093728.0,0.0,2.0,0.11481656205319703,11327.7
15,15,1000141720461059,2025-06-16 15:37:34,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-6.01380113,1300.60756997,1294.59376884,5,,,1750088254,lbank_exchange_user,1750088254,217500882544165.0,,1001629934191624.0,1000156167367220.0,0.0,2.0,0.11428566865647924,11327.7
16,16,1000141720479089,2025-06-16 16:00:00,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,0.70289453,1294.59376884,1295.29666337,7,,,1750089600,,1750089600,,,,,,2.0,0.11434771960503898,11327.7
17,17,1000141720490413,2025-06-16 16:00:00,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,6.28553178,1295.29666337,1301.58219515,7,,,1750089600,,1750089600,,,,,,2.0,0.11490260115910554,11327.7
18,18,1000141720511462,2025-06-16 16:18:14,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-11.978598,1301.58219515,1289.60359715,5,,,1750090694,lbank_exchange_user,1750090694,1000573108051654.0,,1001629956871031.0,,0.0,2.0,0.11384514042126821,11327.7
19,19,1000141720511463,2025-06-16 16:18:14,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-354.02820701,1289.60359715,935.57539014,1,,,1750090694,lbank_exchange_user,1750090694,1000573108051654.0,,1001629956871031.0,,0.0,2.0,0.08259182271246589,11327.7
20,20,1000141720520772,2025-06-16 16:56:27,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,40.0,935.57539014,975.57539014,b,,,1750092987,,1750092987,1250616110004.0,,,,40.0,42.0,0.0861229896748678,11327.7
21,21,1000141720520773,2025-06-16 16:56:27,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,40.0,975.57539014,1015.57539014,b,,,1750092987,,1750092987,1250616110005.0,,,,40.0,82.0,0.0896541566372697,11327.7
22,22,1000141720540408,2025-06-16 18:55:05,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-96.03257004,1015.57539014,919.5428201,5,,,1750100105,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750100105,1000573146451327.0,,1001630045319373.0,,0.0,82.0,0.08117648067127484,11327.7
23,23,1000141720540409,2025-06-16 18:55:05,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-715.1537,919.5428201,204.3891201,a,,,1750100105,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750100105,1000573146451327.0,,1001630045319373.0,,0.0,82.0,0.01804330270928785,11327.7
24,24,1000141720540410,2025-06-16 18:55:05,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-13.79574312,204.3891201,190.59337698,5,,,1750100105,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750100105,1000573146451332.0,,1001630045319382.0,,0.0,0.47358398,0.016825425901109668,11327.7
25,25,1000141720540411,2025-06-16 18:55:05,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-190.119793,190.59337698,0.47358398,a,,,1750100105,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750100105,1000573146451332.0,,1001630045319382.0,,-81.52641602,0.47358398,4.180760260247005e-05,11327.7
26,26,1000141720876634,2025-06-17 10:30:57,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,2569.6211,0.47358398,2570.09468398,3,,,1750156257,,1750156257,1250617110006.0,,,,0.0,0.47358398,0.1849345399366213,13897.321100000001
27,27,1000141720876709,2025-06-17 10:31:22,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,BTCUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-57.33836543,2570.09468398,2512.75631855,5,,,1750156282,lbank_exchange_user,1750156282,217501562828740.0,,1001630592150177.0,,0.0,0.47358398,0.18080868251291968,13897.321100000001
28,28,1000141720876806,2025-06-17 10:31:54,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-45.11568369,2512.75631855,2467.64063486,5,,,1750156314,lbank_exchange_user,1750156314,217501563143291.0,,1001630592442312.0,,0.0,0.47358398,0.17756232421369322,13897.321100000001
29,29,1000141720879735,2025-06-17 10:40:39,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-11.22225753,2467.64063486,2456.41837733,5,,,1750156839,lbank_exchange_user,1750156839,1000573385138059.0,,1001630597734231.0,1000156185011673.0,0.0,0.47358398,0.17675481192774628,13897.321100000001
30,30,1000141720879736,2025-06-17 10:40:39,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-226.65357,2456.41837733,2229.76480733,1,,,1750156839,lbank_exchange_user,1750156839,1000573385138059.0,,1001630597734231.0,1000156185011673.0,0.0,0.47358398,0.16044565648914882,13897.321100000001
31,31,1000141720879826,2025-06-17 10:40:57,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,BTCUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-14.2921125,2229.76480733,2215.47269483,5,,,1750156857,lbank_exchange_user,1750156857,1000573385211466.0,,1001630597910419.0,1000156185020649.0,0.0,0.47358398,0.1594172487552295,13897.321100000001
32,32,1000141720879827,2025-06-17 10:40:57,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,BTCUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-164.6127,2215.47269483,2050.85999483,1,,,1750156857,lbank_exchange_user,1750156857,1000573385211466.0,,1001630597910419.0,1000156185020649.0,0.0,0.47358398,0.14757232563547804,13897.321100000001
33,33,1000141720880937,2025-06-17 10:46:16,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-33.61169419,2050.85999483,2017.24830064,5,,,1750157176,lbank_exchange_user,1750157176,1000573386552819.0,,1001630601131525.0,1000156185183659.0,0.0,0.47358398,0.14515375201627886,13897.321100000001
34,34,1000141720880938,2025-06-17 10:46:16,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-900.27432,2017.24830064,1116.97398064,1,,,1750157176,lbank_exchange_user,1750157176,1000573386552819.0,,1001630601131525.0,1000156185183659.0,0.0,0.47358398,0.0803733304140177,13897.321100000001
35,35,1000141720881066,2025-06-17 10:46:41,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,BTCUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-10.71859164,1116.97398064,1106.255389,5,,,1750157201,lbank_exchange_user,1750157201,1000573386657861.0,,1001630601382020.0,1000156185196801.0,0.0,0.47358398,0.07960206006897257,13897.321100000001
36,36,1000141720881067,2025-06-17 10:46:41,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,BTCUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-130.7332,1106.255389,975.522189,1,,,1750157201,lbank_exchange_user,1750157201,1000573386657861.0,,1001630601382020.0,1000156185196801.0,0.0,0.47358398,0.07019498088735965,13897.321100000001
37,37,1000141720882523,2025-06-17 10:52:59,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,BTCUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-3.090528,975.522189,972.431661,5,,,1750157579,lbank_exchange_user,1750157579,217501575791242.0,,1001630605145984.0,,0.0,0.47358398,0.06997259788435052,13897.321100000001
38,38,1000141720886681,2025-06-17 11:08:11,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,BTCUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-35.25325198,972.431661,937.17840902,5,,,1750158491,lbank_exchange_user,1750158491,1000573391810018.0,,1001630613665597.0,1000156185855660.0,0.0,0.47358398,0.06743590381746306,13897.321100000001
39,39,1000141720886682,2025-06-17 11:08:11,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,BTCUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-364.40333,937.17840902,572.77507902,1,,,1750158491,lbank_exchange_user,1750158491,1000573391810018.0,,1001630613665597.0,1000156185855660.0,0.0,0.47358398,0.041214783403112125,13897.321100000001
40,40,1000141720886716,2025-06-17 11:08:18,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-19.16775149,572.77507902,553.60732753,5,,,1750158498,lbank_exchange_user,1750158498,217501584987883.0,,1001630613736737.0,,0.0,0.47358398,0.039835542659369075,13897.321100000001
41,41,1000141720935256,2025-06-17 13:43:46,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-5.97704737,553.60732753,547.63028016,5,,,1750167826,lbank_exchange_user,1750167826,217501678262910.0,,1001630710528823.0,,0.0,0.47358398,0.03940545636237763,13897.321100000001
42,42,1000141720950939,2025-06-17 14:56:47,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-60.05499024,547.63028016,487.57528992,5,,,1750172207,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750172207,1000573452403344.0,,1001630756879545.0,1000156192886648.0,0.0,0.03029992,0.035084120630989805,13897.321100000001
43,43,1000141720950940,2025-06-17 14:56:47,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-487.54499,487.57528992,0.03029992,a,,,1750172207,da28dfe0-2005-4f2f-8a74-f8d01fadfb4c,1750172207,1000573452403344.0,,1001630756879545.0,1000156192886648.0,-0.44328406,0.03029992,2.180270555884328e-06,13897.321100000001
44,44,1000141721045604,2025-06-17 17:42:44,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,15856.8447,0.03029992,15856.87499992,3,,,1750182164,,1750182164,1250617110007.0,,,,0.0,0.03029992,0.5329295772062949,29754.165800000002
45,45,1000141721045622,2025-06-17 17:42:56,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-74.77432485,15856.87499992,15782.10067507,5,,,1750182176,lbank_exchange_user,1750182176,217501821761130.0,,1001630880948812.0,,0.0,0.03029992,0.5304165064197498,29754.165800000002
46,46,1000141721047736,2025-06-17 17:51:41,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-46.62958529,15782.10067507,15735.47108978,5,,,1750182701,lbank_exchange_user,1750182701,217501827015271.0,,1001630887225500.0,,0.0,0.03029992,0.5288493448463609,29754.165800000002
47,47,1000141721047737,2025-06-17 17:51:41,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-8.44410431,15735.47108978,15727.02698547,5,,,1750182701,lbank_exchange_user,1750182701,217501827015271.0,,1001630887225500.0,,0.0,0.03029992,0.5285655491463989,29754.165800000002
48,48,1000141721059297,2025-06-17 18:56:27,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,80.0,15727.02698547,15807.02698547,b,,,1750186587,,1750186587,1250617110008.0,,,,80.0,80.03029992,0.5312542482864702,29754.165800000002
49,49,1000141721059373,2025-06-17 18:56:37,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,40.0,15807.02698547,15847.02698547,b,,,1750186597,,1750186597,1250617110009.0,,,,40.0,120.03029992,0.5325985978565058,29754.165800000002
50,50,1000141721059377,2025-06-17 18:56:37,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,200.0,15847.02698547,16047.02698547,b,,,1750186597,,1750186597,1250617110010.0,,,,200.0,320.03029992,0.5393203457066842,29754.165800000002
51,51,1000141721059380,2025-06-17 18:56:37,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,400.0,16047.02698547,16447.02698547,b,,,1750186597,,1750186597,1250617110011.0,,,,400.0,720.03029992,0.5527638414070409,29754.165800000002
52,52,1000141721066361,2025-06-17 19:21:17,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-11.2752675,16447.02698547,16435.75171797,5,,,1750188077,lbank_exchange_user,1750188077,1000573532295517.0,,1001630945938759.0,1000156201053966.0,0.0,720.03029992,0.5523848938816494,29754.165800000002
53,53,1000141721066362,2025-06-17 19:21:17,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,1042.118326,16435.75171797,17477.87004397,1,,,1750188077,lbank_exchange_user,1750188077,1000573532295517.0,,1001630945938759.0,1000156201053966.0,0.0,720.03029992,0.587409176968759,29754.165800000002
54,54,1000141721066383,2025-06-17 19:21:26,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-15.17065605,17477.87004397,17462.69938792,5,,,1750188086,lbank_exchange_user,1750188086,1000573532332127.0,,1001630946026114.0,1000156201058764.0,0.0,720.03029992,0.5868993103453097,29754.165800000002
55,55,1000141721066384,2025-06-17 19:21:26,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,SOLUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,863.7516,17462.69938792,18326.45098792,1,,,1750188086,lbank_exchange_user,1750188086,1000573532332127.0,,1001630946026114.0,1000156201058764.0,0.0,720.03029992,0.6159289126472502,29754.165800000002
56,56,1000141721090811,2025-06-17 20:16:07,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,2.0,18326.45098792,18328.45098792,b,,,1750191367,,1750191367,1250617110012.0,,,,2.0,722.03029992,0.615996130125752,29754.165800000002
57,57,1000141721090901,2025-06-17 20:16:17,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,2.0,18328.45098792,18330.45098792,b,,,1750191377,,1750191377,1250617110013.0,,,,2.0,724.03029992,0.6160633476042537,29754.165800000002
58,58,1000141721090904,2025-06-17 20:16:18,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,20.0,18330.45098792,18350.45098792,b,,,1750191378,,1750191378,1250617110014.0,,,,20.0,744.03029992,0.6167355223892717,29754.165800000002
59,59,1000141721090905,2025-06-17 20:16:18,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,2.0,18350.45098792,18352.45098792,b,,,1750191378,,1750191378,1250617110015.0,,,,2.0,746.03029992,0.6168027398677735,29754.165800000002
60,60,1000141721102900,2025-06-17 21:13:59,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,BTCUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-185.688354,18352.45098792,18166.76263392,5,,,1750194839,lbank_exchange_user,1750194839,1000573562900814.0,,1001631017878724.0,,0.0,746.03029992,0.6105619883962601,29754.165800000002
61,61,1000141721103239,2025-06-17 21:16:19,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,10.0,18166.76263392,18176.76263392,b,,,1750194979,,1750194979,1250617110016.0,,,,10.0,756.03029992,0.610898075788769,29754.165800000002
62,62,1000141721103244,2025-06-17 21:16:20,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,10.0,18176.76263392,18186.76263392,b,,,1750194980,,1750194980,1250617110017.0,,,,10.0,766.03029992,0.6112341631812779,29754.165800000002
63,63,1000141721103251,2025-06-17 21:16:21,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,10.0,18186.76263392,18196.76263392,b,,,1750194981,,1750194981,1250617110018.0,,,,10.0,776.03029992,0.6115702505737868,29754.165800000002
64,64,1000141721103278,2025-06-17 21:16:27,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,10.0,18196.76263392,18206.76263392,b,,,1750194987,,1750194987,1250617110019.0,,,,10.0,786.03029992,0.6119063379662958,29754.165800000002
65,65,1000141721103279,2025-06-17 21:16:27,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,10.0,18206.76263392,18216.76263392,b,,,1750194987,,1750194987,1250617110020.0,,,,10.0,796.03029992,0.6122424253588047,29754.165800000002
66,66,1000141721103280,2025-06-17 21:16:27,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,10.0,18216.76263392,18226.76263392,b,,,1750194987,,1750194987,1250617110021.0,,,,10.0,806.03029992,0.6125785127513136,29754.165800000002
67,67,1000141721103281,2025-06-17 21:16:28,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,10.0,18226.76263392,18236.76263392,b,,,1750194988,,1750194988,1250617110022.0,,,,10.0,816.03029992,0.6129146001438225,29754.165800000002
68,68,1000141721103282,2025-06-17 21:16:28,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,10.0,18236.76263392,18246.76263392,b,,,1750194988,,1750194988,1250617110023.0,,,,10.0,826.03029992,0.6132506875363314,29754.165800000002
